jamendo_id,title,duration,artist_name,album_name,audio_download,vocalinstrumental,lang,gender,acousticelectric,speed,genres,instruments
7390,ma destinée,174,MAKO,éphémère love,https://mp3d.jamendo.com/download/track/7390/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb","voice, guitar"
1469,Be yourself,268,David Law,Urban Shades,https://mp3d.jamendo.com/download/track/1469/mp32/,instrumental,NULL,NULL,NULL,veryhigh,pop,NULL
11196,Hypnotising,251,SpatzAttack,Project 5,https://mp3d.jamendo.com/download/track/11196/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"triphop, downtempo, jazz",guitar
40125,Dieu est Mort,265,Paragraff,Univers Sale,https://mp3d.jamendo.com/download/track/40125/mp32/,vocal,NULL,male,NULL,veryhigh,hiphop,"voice, guitar"
4077,21 - Hommage à H.,90,Christian DIDELOT,Projet 1'30 : la suite,https://mp3d.jamendo.com/download/track/4077/mp32/,vocal,NULL,NULL,NULL,medium,"rock, pop","voice, guitar, drum"
77067,intro,38,Enemies of Enormity,apply within,https://mp3d.jamendo.com/download/track/77067/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"electronic, industrial, classical",NULL
1650,Vivre Vite (live),469,David Law n' The Arkitekts,Parfums du Silence,https://mp3d.jamendo.com/download/track/1650/mp32/,vocal,NULL,male,NULL,medium,rock,"voice, guitar, drum"
34096,La blessure environnementale,262,SIZ'L,ENVIRON[ne]ME[n]TAL,https://mp3d.jamendo.com/download/track/34096/mp32/,vocal,NULL,male,NULL,NULL,"metal, hardrock, rock","voice, guitar, drum"
3353,Deployement,205,Liquid concept,Loaded EP,https://mp3d.jamendo.com/download/track/3353/mp32/,instrumental,NULL,neutral,electric,medium,"electronic, techno, alternative, experimental",NULL
2557,oubliez moi,260,kavekanum,[08:30],https://mp3d.jamendo.com/download/track/2557/mp32/,vocal,NULL,male,NULL,veryhigh,"rock, metal, hardrock","voice, guitar"
225172,Desiderium,235,Sway,From Hibernation,https://mp3d.jamendo.com/download/track/225172/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"ambient, newage, electronic",NULL
42379,ICBMs over my House,308,The 462nd Zinnias,Indeed,https://mp3d.jamendo.com/download/track/42379/mp32/,instrumental,NULL,NULL,NULL,NULL,"electronic, drumnbass, techno, hiphop",NULL
68392,dub fiction,296,Nokom electro,2ième album - cache-cache,https://mp3d.jamendo.com/download/track/68392/mp32/,vocal,NULL,male,NULL,medium,"electronic, dub, chanson, reggae",voice
84496,05 05 - Chereu Fall,485,Taxi Brouss',Taxi Brouss' va arriver chez vous,https://mp3d.jamendo.com/download/track/84496/mp32/,vocal,NULL,male,acoustic,veryhigh,"reggae, pop","voice, guitar"
4564,Pseudo,257,David Schombert,ELECTRON,https://mp3d.jamendo.com/download/track/4564/mp32/,instrumental,NULL,neutral,electric,medium,"electronic, lounge, chillout, easylistening",NULL
49040,blacksheep pacific,91,Cyril.G Pereira,The Revenge of Glory,https://mp3d.jamendo.com/download/track/49040/mp32/,instrumental,NULL,neutral,NULL,medium,"soundtrack, classical, orchestral, jazz","strings, piano, cello"
15960,Rotonda,261,ARAI,SOCIEDAD ENFERMA,https://mp3d.jamendo.com/download/track/15960/mp32/,vocal,NULL,male,electric,medium,"rock, metal, hardrock","voice, guitar, drum"
44293,SAGITAS,297,COELHO DE MORAES,ZODÍACO,https://mp3d.jamendo.com/download/track/44293/mp32/,instrumental,NULL,NULL,NULL,NULL,"classical, soundtrack",NULL
76258,Piano Improvisation No 10,301,Alex Bailey,Piano Improvisation No. 3,https://mp3d.jamendo.com/download/track/76258/mp32/,instrumental,NULL,NULL,NULL,verylow,"classical, improvisation, jazz",piano
3772,Bring the beat back,281,Rojata,Batardise,https://mp3d.jamendo.com/download/track/3772/mp32/,vocal,NULL,female,NULL,medium,"techno, electronic",voice
43625,Whats News [Produced By BadMajiK],38,Vanitee,The Man In The Mirror Mixtape,https://mp3d.jamendo.com/download/track/43625/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
44768,Schlechte Welt feat. Becci,233,Can,That's real Hip Hop,https://mp3d.jamendo.com/download/track/44768/mp32/,vocal,NULL,female,NULL,veryhigh,hiphop,"voice, guitar"
87487,New Year Quest,145,Olga Scotland,Windy Head,https://mp3d.jamendo.com/download/track/87487/mp32/,instrumental,NULL,NULL,NULL,verylow,"electronic, ambient, newage, lounge",NULL
14014,Old times,221,Galdson,Roots,https://mp3d.jamendo.com/download/track/14014/mp32/,instrumental,NULL,neutral,electric,veryhigh,classical,piano
3218,apricot,249,Mihidea,Of food EP,https://mp3d.jamendo.com/download/track/3218/mp32/,instrumental,NULL,neutral,electric,medium,"electronic, experimental, alternative",NULL
33081,Elle   (4:29),269,AS 777,AS 777,https://mp3d.jamendo.com/download/track/33081/mp32/,instrumental,NULL,NULL,NULL,veryhigh,hiphop,guitar
19117,cuffia trombone,270,Pharmacopia,holistic audio,https://mp3d.jamendo.com/download/track/19117/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"jazz, electronic","guitar, piano, drum"
14564,Gwen,210,staiff,Songs,https://mp3d.jamendo.com/download/track/14564/mp32/,instrumental,NULL,NULL,NULL,veryhigh,hiphop,guitar
5392,Dodgy friction,369,The shining men,From outer space,https://mp3d.jamendo.com/download/track/5392/mp32/,instrumental,NULL,neutral,electric,veryhigh,"electronic, alternative, experimental",NULL
2421,Die like a chicken,60,Alek et les Mauvaises Raisons,"Pleures-tu ? Non, mais quelqu'un devrait",https://mp3d.jamendo.com/download/track/2421/mp32/,instrumental,NULL,NULL,NULL,NULL,rock,"guitar, piano"
74483,We Want Freedom,297,RIDDIMPERIALISM,Before the Invasion,https://mp3d.jamendo.com/download/track/74483/mp32/,vocal,NULL,male,electric,medium,"reggae, dub","voice, guitar"
12796,Les Livres,217,Sea and Field,Sea and Field,https://mp3d.jamendo.com/download/track/12796/mp32/,vocal,NULL,male,NULL,medium,"folk, celtic, world, pop","guitar, voice, drum"
5055,L'arabe,247,Methiss Killah,Hax,https://mp3d.jamendo.com/download/track/5055/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
42370,Titan Borborygmes,305,The 462nd Zinnias,Indeed,https://mp3d.jamendo.com/download/track/42370/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"techno, hiphop, reggae, drumnbass",NULL
38496,Lloza,258,Xera,Lliendes,https://mp3d.jamendo.com/download/track/38496/mp32/,instrumental,NULL,male,electric,veryhigh,"electronic, world",NULL
5346,Larmes,202,Silence,L'autre endroit,https://mp3d.jamendo.com/download/track/5346/mp32/,instrumental,NULL,neutral,electric,verylow,"electronic, triphop, soundtrack, lounge","drummachine, synthesizer, piano"
3714,The bear who slept,306,Liquid concept,Concentric ethics,https://mp3d.jamendo.com/download/track/3714/mp32/,instrumental,NULL,neutral,electric,medium,"electronic, techno, alternative, experimental",NULL
21244,LosEnatschos-shitsoophresh,186,LosEnatschos,wir tun cool rappen,https://mp3d.jamendo.com/download/track/21244/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
2616,Calculation,551,Neural,first,https://mp3d.jamendo.com/download/track/2616/mp32/,instrumental,NULL,NULL,NULL,medium,"electronic, alternative, experimental",NULL
168950,The mask,288,Roger Subirana Mata,Point of no return,https://mp3d.jamendo.com/download/track/168950/mp32/,instrumental,NULL,male,electric,medium,"soundtrack, newage, easylistening","synthesizer, keyboard, piano"
30861,As Longas Passagens,207,Pangenianos,A Estrada de Seu Zé,https://mp3d.jamendo.com/download/track/30861/mp32/,vocal,NULL,male,NULL,NULL,"rock, bossanova, popfolk","voice, guitar"
6359,La Marche du Lama,495,Lorenzo and the Lamas,Berk,https://mp3d.jamendo.com/download/track/6359/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"jazz, rock, punk, grunge",guitar
7836,Really Rock You part II,204,Mac Lomig,The Celtronic Project,https://mp3d.jamendo.com/download/track/7836/mp32/,instrumental,NULL,NULL,NULL,medium,"electronic, celtic, world, trance",NULL
48248,Gente ra gente,226,GenteStranaPosse,La Storia Si Ripete,https://mp3d.jamendo.com/download/track/48248/mp32/,vocal,NULL,male,NULL,veryhigh,reggae,"voice, piano, guitar"
2246,Voyage vers l'infini,600,David Schombert,Quiet Life vol.1,https://mp3d.jamendo.com/download/track/2246/mp32/,vocal,en,male,electric,verylow,"ambient, easylistening",voice
9280,plus de cheveux feat.punk de droite ,80,Verte couverture,"plisser des fronts, oh!",https://mp3d.jamendo.com/download/track/9280/mp32/,instrumental,NULL,NULL,NULL,veryhigh,jazz,NULL
25565,Mystique,318,Cool Cavemen,Fusion,https://mp3d.jamendo.com/download/track/25565/mp32/,instrumental,NULL,male,electric,veryhigh,"rock, funk, pop, rnb","guitar, drum"
20157,What Time It Is,1107,Margin of Safety,Where's the Station?,https://mp3d.jamendo.com/download/track/20157/mp32/,instrumental,NULL,NULL,NULL,veryhigh,jazz,"guitar, drum"
5859,Clear Skies(Happy Pop),184,The TenGooz,Strange Chord,https://mp3d.jamendo.com/download/track/5859/mp32/,vocal,NULL,male,NULL,medium,"rock, latin, funk, soul","voice, guitar, drum"
43629,A-Team [Produced By BadMajiK],63,Vanitee,The Man In The Mirror Mixtape,https://mp3d.jamendo.com/download/track/43629/mp32/,vocal,NULL,NULL,NULL,veryhigh,hiphop,voice
21488,Crozemarie's Style,317,Start Of The End,Start Of The End,https://mp3d.jamendo.com/download/track/21488/mp32/,vocal,NULL,male,NULL,medium,"metal, rock, hardrock, deathmetal","voice, guitar"
1603,Milky Way,194,SEBRIDER,Voyages,https://mp3d.jamendo.com/download/track/1603/mp32/,instrumental,NULL,NULL,NULL,verylow,"soundtrack, electronic, alternative, experimental",strings
25389,Atmospheric,141,Celestial Aeon Project,Drama,https://mp3d.jamendo.com/download/track/25389/mp32/,instrumental,NULL,neutral,electric,veryhigh,"soundtrack, newage, atmospheric, electronic","drum, keyboard, violin"
40639,Arca,127,Music is Love,Episode  # 2,https://mp3d.jamendo.com/download/track/40639/mp32/,vocal,NULL,male,acoustic,veryhigh,"newage, world",voice
80885,One Thousand And One Nights (featuring Hamelin Bérengnier) ,355,SaReGaMa,Samadhi,https://mp3d.jamendo.com/download/track/80885/mp32/,vocal,NULL,female,electric,verylow,"world, middleeastern, newage, asian","flute, drum, clarinet"
80519,Church organ,115,mmb digidesigns,Fresh,https://mp3d.jamendo.com/download/track/80519/mp32/,instrumental,NULL,NULL,NULL,verylow,"classical, electronic",NULL
101588,Noubrak,114,Agamemnon,Speleus,https://mp3d.jamendo.com/download/track/101588/mp32/,instrumental,NULL,NULL,NULL,medium,"soundtrack, newage",NULL
5702,Bombs Away(Funk),192,The TenGooz,Inertia,https://mp3d.jamendo.com/download/track/5702/mp32/,vocal,NULL,male,NULL,veryhigh,"rock, funk, rnb","voice, guitar"
31676,Judgementday,174,Can,7 Tage - Demo,https://mp3d.jamendo.com/download/track/31676/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
16039,Uchronica,178,Sevenless,Sampler 2006,https://mp3d.jamendo.com/download/track/16039/mp32/,vocal,en,male,electric,medium,"electronic, hiphop, glitch",voice
14244,Suis-Nous (Bonus Second EP),275,Hiktheb,Requiem,https://mp3d.jamendo.com/download/track/14244/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
14243,Stigmates,157,Hiktheb,Requiem,https://mp3d.jamendo.com/download/track/14243/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"hiphop, rnb",guitar
890,Hoehe 19,222,LUXUS,A Fart in your General Direction,https://mp3d.jamendo.com/download/track/890/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, psychedelic","bass, sampler, voice"
45976,These boots are made for walking,177,Kaptain Bigg,Tranquille,https://mp3d.jamendo.com/download/track/45976/mp32/,vocal,NULL,male,NULL,medium,"reggae, punk, rock, ska",voice
3206,ash force,192,Mihidea,Follow your intuition EP,https://mp3d.jamendo.com/download/track/3206/mp32/,instrumental,NULL,neutral,electric,veryhigh,"electronic, experimental, alternative",NULL
14390,Dude,297,Sickboys and Lowmen,Like Pow,https://mp3d.jamendo.com/download/track/14390/mp32/,vocal,NULL,male,NULL,veryhigh,"pop, blues","voice, guitar"
89947,Chcę wierzyć,177,Samplastik,Ryba psuje się od wargi ,https://mp3d.jamendo.com/download/track/89947/mp32/,NULL,NULL,NULL,NULL,medium,"reggae, hiphop",NULL
5698,Johnny l...(Reggae and Punk),222,The TenGooz,Inertia,https://mp3d.jamendo.com/download/track/5698/mp32/,vocal,en,male,electric,veryhigh,"reggae, punk, rock","guitar, voice, drum"
25114,interlude,33,DPA RECORDS,Dead Bites - may 2004 - DPA667,https://mp3d.jamendo.com/download/track/25114/mp32/,vocal,NULL,male,NULL,medium,hiphop,voice
15467,Wéliah,216,Kallima,Prémis N'1,https://mp3d.jamendo.com/download/track/15467/mp32/,vocal,NULL,male,NULL,medium,"electronic, lounge, ragga, soul","voice, guitar"
16396,Il pleut sur la forêt mais le soleil revient,264,Philippe Mangold,Voyage dans l'éther,https://mp3d.jamendo.com/download/track/16396/mp32/,instrumental,NULL,NULL,NULL,medium,"soundtrack, ambient, world, newage",strings
10879,Drums,374,Hasch'm'Méneum,Le 3eme Homme,https://mp3d.jamendo.com/download/track/10879/mp32/,instrumental,NULL,NULL,NULL,NULL,"funk, fusion, alternative, experimental",NULL
90048,The sun is coming,199,Oursvince,Around,https://mp3d.jamendo.com/download/track/90048/mp32/,instrumental,NULL,neutral,electric,veryhigh,"easylistening, electronic, soundtrack, newage","drummachine, synthesizer, computer"
34109,BeatRs 13,257,Rstyle,For All FreeStylers,https://mp3d.jamendo.com/download/track/34109/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"hiphop, rnb",NULL
32376,Rétrovision,179,LA PETITE MORT,1er jet,https://mp3d.jamendo.com/download/track/32376/mp32/,vocal,NULL,male,NULL,NULL,"world, manouche, gipsy, latin","voice, guitar"
3005,Résistance,212,Unborn Fish,Alone in the Shark,https://mp3d.jamendo.com/download/track/3005/mp32/,vocal,NULL,male,NULL,medium,"rock, pop","voice, guitar, drum"
172,Je Vomis Comme Je Chante,177,TriFace,Premiers Jets,https://mp3d.jamendo.com/download/track/172/mp32/,instrumental,NULL,NULL,NULL,medium,"rock, metal, hardrock","guitar, drum"
2216,Rendez-vous au .org,440,AdHoc,Toutes directions,https://mp3d.jamendo.com/download/track/2216/mp32/,instrumental,NULL,neutral,electric,veryhigh,"jazz, funk","piano, drum"
22917,Proud but sad,304,Raven Crown,Anthems to crisis ... life hurts and shouts to war,https://mp3d.jamendo.com/download/track/22917/mp32/,NULL,NULL,NULL,NULL,NULL,"metal, hardrock",NULL
3911,Duke,159,Rafiralfiro,Transe Lucide,https://mp3d.jamendo.com/download/track/3911/mp32/,instrumental,NULL,neutral,electric,medium,"electronic, jazz, fusion",drum
9688,Dans nos rêves,267,SM3CREW,Reste avec les vrais,https://mp3d.jamendo.com/download/track/9688/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb","voice, guitar"
356,Sensual Cloud,250,DJ Epsilon,Music For Ever,https://mp3d.jamendo.com/download/track/356/mp32/,instrumental,NULL,NULL,NULL,medium,"dance, electropop",NULL
41973,Ballade de Brugge,43,eNoz,Pratiquement jamais rien,https://mp3d.jamendo.com/download/track/41973/mp32/,instrumental,NULL,NULL,NULL,NULL,"soundtrack, classical",accordion
21321,PLANETE,300,JAC,DOO NUTS,https://mp3d.jamendo.com/download/track/21321/mp32/,vocal,NULL,male,NULL,veryhigh,"rock, blues, pop, chanson","voice, guitar, drum"
11846,PeterPanProject - Dalla luna,264,PeterPanProject,Com'è bello questo mondo (anche se spesso è un inferno),https://mp3d.jamendo.com/download/track/11846/mp32/,vocal,NULL,male,NULL,verylow,"hiphop, pop, rnb","voice, guitar"
9968,L'horloge du temps,219,HYPNOSS,Chapitre 1er,https://mp3d.jamendo.com/download/track/9968/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb","voice, guitar"
40636,Just Live,136,Music is Love,Episode  # 2,https://mp3d.jamendo.com/download/track/40636/mp32/,instrumental,NULL,NULL,NULL,verylow,"folk, easylistening, newage, world",guitar
74890,O Filme,208,Lafusa,Quadricolôr,https://mp3d.jamendo.com/download/track/74890/mp32/,vocal,NULL,male,NULL,veryhigh,"rock, bossanova","voice, guitar, drum"
348,Roads Of Life,276,DJ Epsilon,Music For Ever,https://mp3d.jamendo.com/download/track/348/mp32/,instrumental,NULL,NULL,NULL,medium,"techno, electronic",NULL
294009,Phaser - Catarina´s theme,324,Phaser,Mother,https://mp3d.jamendo.com/download/track/294009/mp32/,instrumental,NULL,NULL,NULL,verylow,"soundtrack, newage","piano, strings"
1886,Trumpetor,188,Daemon X,first,https://mp3d.jamendo.com/download/track/1886/mp32/,NULL,NULL,NULL,NULL,NULL,"electronic, minimal",NULL
7788,Scarnation,140,vincent j,Different vision,https://mp3d.jamendo.com/download/track/7788/mp32/,instrumental,NULL,neutral,electric,medium,"rock, metal, hardrock, soundtrack","drum, electricguitar, bass"
259477,Model,236,Dunder Świstak,Across the Sky of Imagination,https://mp3d.jamendo.com/download/track/259477/mp32/,vocal,en,male,electric,low,"electronic, newage, alternative, chillout","voice, synthesizer"
81023,Deep Space,632,Fortadelis,Ephemeris,https://mp3d.jamendo.com/download/track/81023/mp32/,instrumental,NULL,neutral,electric,medium,"ambient, easylistening, newage, soundtrack","piano, synthesizer, strings"
77047,From Us To Me,286,Aesthetic Evidence,Words and Voices,https://mp3d.jamendo.com/download/track/77047/mp32/,vocal,NULL,NULL,NULL,veryhigh,"electronic, experimental, classical",voice
6300,Les 3 mondes,323,Daniela,Stoïque,https://mp3d.jamendo.com/download/track/6300/mp32/,instrumental,NULL,neutral,electric,medium,"electronic, jazz",piano
6044,Slow nose,220,Mobyl,Negative EP,https://mp3d.jamendo.com/download/track/6044/mp32/,instrumental,NULL,neutral,electric,medium,"electronic, alternative, experimental",NULL
42237,Pacific Tori,210,Maxa,Music from an AdultChild,https://mp3d.jamendo.com/download/track/42237/mp32/,NULL,NULL,NULL,NULL,NULL,"soundtrack, electronic, newage, ambient",NULL
33045,(test),73,Flex Blur,Blur Licker,https://mp3d.jamendo.com/download/track/33045/mp32/,instrumental,NULL,NULL,NULL,NULL,"hiphop, electronic, alternative, experimental",NULL
5793,I Do,207,Rob Costlow,Sophomore Jinx,https://mp3d.jamendo.com/download/track/5793/mp32/,instrumental,NULL,neutral,electric,medium,"classical, soundtrack",piano
3203,Pure Lager,223,Les Asskronotes,On a marché sur la Une,https://mp3d.jamendo.com/download/track/3203/mp32/,vocal,NULL,male,NULL,NULL,rock,"voice, guitar, drum"
44542,The End  (Classical Version),225,WANNAbe,The End (single),https://mp3d.jamendo.com/download/track/44542/mp32/,instrumental,NULL,NULL,NULL,medium,"classical, soundtrack","piano, strings"
27893,For this day to come,196,Scarcity,The Harmonious Fall,https://mp3d.jamendo.com/download/track/27893/mp32/,instrumental,NULL,NULL,NULL,medium,"rock, metal, hardrock","guitar, drum"
24501,6,236,THE ATHLETES,THE ATHLETES,https://mp3d.jamendo.com/download/track/24501/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
73434,Agua,337,Butumbaba,Majikakonvinazion,https://mp3d.jamendo.com/download/track/73434/mp32/,instrumental,NULL,male,electric,veryhigh,"reggae, latin, fusion","drum, guitar"
7353,Les points sur les i,183,Vertiges,Notre 1er Album,https://mp3d.jamendo.com/download/track/7353/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
742,Identical,309,Gina Artworth,sans titre,https://mp3d.jamendo.com/download/track/742/mp32/,instrumental,NULL,NULL,NULL,medium,rock,"guitar, drum"
81273,Ocean,148,Symon€,Le Bal Sous la Pluie,https://mp3d.jamendo.com/download/track/81273/mp32/,instrumental,NULL,NULL,NULL,verylow,"soundtrack, electronic, minimal, newage",piano
33903,Breakfast blues,208,Moondogs Blues Party,O cadelo lunático,https://mp3d.jamendo.com/download/track/33903/mp32/,vocal,NULL,male,NULL,veryhigh,"pop, blues","voice, guitar"
16236,Pas Pudlowski,227,Goo Goo Cluster,Goo Goo Cluster,https://mp3d.jamendo.com/download/track/16236/mp32/,vocal,NULL,male,NULL,veryhigh,"rock, rnb, soul","voice, woodwind, brass"
37959,Brot&Spiele,142,Amnesie,downfall of humanity,https://mp3d.jamendo.com/download/track/37959/mp32/,instrumental,NULL,NULL,NULL,medium,"rock, metal, hardrock",guitar
73009,Sad Guitar,282,Larry Smith and Unfinished Business,Unfinished Business,https://mp3d.jamendo.com/download/track/73009/mp32/,vocal,NULL,NULL,NULL,veryhigh,"rock, blues, classical","guitar, voice, drum"
73436,Rocksteady Times,289,Butumbaba,Majikakonvinazion,https://mp3d.jamendo.com/download/track/73436/mp32/,instrumental,NULL,NULL,electric,medium,"reggae, rocksteady, ska","woodwind, brass, guitar"
31981,Apprends d'abord à jongler,134,Circus Marcus,Danse Rémy,https://mp3d.jamendo.com/download/track/31981/mp32/,instrumental,NULL,NULL,acoustic,medium,"classical, minimal, pop",piano
28107,Guilty,320,AkerUi,The Musik Vol. One,https://mp3d.jamendo.com/download/track/28107/mp32/,vocal,en,female,electric,verylow,"rnb, groove, hiphop",voice
21690,Deadly Business,219,Poison Fang,Red Dog,https://mp3d.jamendo.com/download/track/21690/mp32/,vocal,en,male,electric,high,"rock, punk, metal","guitar, voice, drum"
10999,Etheral Fairy Tale,405,Amniotik,Foundation,https://mp3d.jamendo.com/download/track/10999/mp32/,instrumental,NULL,female,electric,medium,"electronic, experimental, world, techno","drum, synthesizer, computer"
13956,The negation,142,Portrait,Portrait,https://mp3d.jamendo.com/download/track/13956/mp32/,instrumental,NULL,NULL,NULL,medium,"rock, hardrock, metal","guitar, drum"
463,Scénario compliqué,281,Acoustic Affinités,Scénario compliqué,https://mp3d.jamendo.com/download/track/463/mp32/,vocal,NULL,NULL,NULL,veryhigh,pop,"voice, guitar, strings"
2617,Discipline,557,Neural,first,https://mp3d.jamendo.com/download/track/2617/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"electronic, triphop, downtempo, alternative",NULL
34965,Aprilis,205,Paolo Crivellaro,Soundscapes - 2007,https://mp3d.jamendo.com/download/track/34965/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"classical, soundtrack",strings
12177,Gringo Loca,394,YAZ TRAX,upset setup,https://mp3d.jamendo.com/download/track/12177/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
6051,Train over the land,204,Mobyl,Negative EP,https://mp3d.jamendo.com/download/track/6051/mp32/,instrumental,NULL,neutral,electric,veryhigh,"electronic, hiphop, experimental, alternative",NULL
860,Illresstress,182,LUXUS,Megagagga,https://mp3d.jamendo.com/download/track/860/mp32/,vocal,NULL,NULL,NULL,veryhigh,"hiphop, rnb",voice
9507,All Forgotten In The Dark Light,279,all:my:faults,Secrets,https://mp3d.jamendo.com/download/track/9507/mp32/,vocal,en,male,electric,veryhigh,"electronic, gothic, rock, metal","voice, synthesizer"
13400,Sereno(Acústico),204,clbustos,Bocetos I,https://mp3d.jamendo.com/download/track/13400/mp32/,instrumental,NULL,NULL,acoustic,veryhigh,"folk, classical",guitar
34982,Ignorance seed,185,sunken,flooded,https://mp3d.jamendo.com/download/track/34982/mp32/,vocal,NULL,male,NULL,NULL,"metal, hardrock, rock","voice, guitar"
24365,N.ko (99+1),251,nkoemcee,BBOY COLEANDO,https://mp3d.jamendo.com/download/track/24365/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
32175,UN STOP,193,malad souljah,MALALAD,https://mp3d.jamendo.com/download/track/32175/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
14389,Once Again,104,Sickboys and Lowmen,Like Pow,https://mp3d.jamendo.com/download/track/14389/mp32/,vocal,NULL,male,NULL,verylow,"pop, blues, popfolk, folk","voice, guitar"
15150,France Rap,129,DJ Farwest,Hip-Hop Nation,https://mp3d.jamendo.com/download/track/15150/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
7042,Sieste ocho,282,Suerte,Pastèque,https://mp3d.jamendo.com/download/track/7042/mp32/,instrumental,NULL,NULL,NULL,medium,jazz,woodwind
21698,bacab,242,Duck,One Way Back,https://mp3d.jamendo.com/download/track/21698/mp32/,instrumental,NULL,NULL,NULL,veryhigh,jazz,NULL
12797,le Phare,233,Sea and Field,Sea and Field,https://mp3d.jamendo.com/download/track/12797/mp32/,instrumental,NULL,NULL,NULL,medium,"rock, celtic, folk, world","guitar, drum"
40655,Goin' out tonight ,264,Looping Staff,My friend's paradise,https://mp3d.jamendo.com/download/track/40655/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, disco, funk","voice, guitar"
1135,So died the beautiful,229,Fast Friday,Memories in our mirrors,https://mp3d.jamendo.com/download/track/1135/mp32/,vocal,NULL,male,NULL,medium,"metal, rock","voice, guitar, drum"
78650,Water flows,64,mmb digidesigns,Oriental Resilience,https://mp3d.jamendo.com/download/track/78650/mp32/,instrumental,NULL,NULL,NULL,NULL,"electronic, experimental, world, ambient",NULL
2721,Cannibalism,238,Daemon X,gold zero,https://mp3d.jamendo.com/download/track/2721/mp32/,NULL,NULL,NULL,NULL,NULL,"electronic, minimal, soundtrack",NULL
2330,l'être insondable,230,Sylvain Piron,par coeur,https://mp3d.jamendo.com/download/track/2330/mp32/,vocal,NULL,NULL,NULL,veryhigh,rock,voice
30521,Track 1 mare de c'téléphone,191,JAC,La maison brûle,https://mp3d.jamendo.com/download/track/30521/mp32/,vocal,NULL,male,NULL,medium,"rock, blues, pop, chanson",voice
2083,TripToJazz,209,Manuzik,Nouvelles Shortstories,https://mp3d.jamendo.com/download/track/2083/mp32/,instrumental,NULL,neutral,electric,verylow,"jazz, triphop, electronic, easylistening",drum
2965,le voisin d'à côté,337,Melt,comme à la maison,https://mp3d.jamendo.com/download/track/2965/mp32/,vocal,NULL,male,NULL,verylow,rock,"voice, guitar, drum"
35343,Le cirque,376,Circus Marcus,Au revoir,https://mp3d.jamendo.com/download/track/35343/mp32/,instrumental,NULL,NULL,acoustic,NULL,"classical, rock, minimal",piano
1887,Security,210,Daemon X,first,https://mp3d.jamendo.com/download/track/1887/mp32/,NULL,NULL,NULL,NULL,NULL,"electronic, minimal",piano
81790,Castello (H. Mizumori),167,Nakazawa Fusako,Ensemble Koto - Nihon Kakyoku,https://mp3d.jamendo.com/download/track/81790/mp32/,vocal,NULL,male,NULL,verylow,classical,"strings, voice, piano"
858,The Louise XIV Cathorse,181,LUXUS,Megagagga,https://mp3d.jamendo.com/download/track/858/mp32/,vocal,NULL,NULL,NULL,veryhigh,rock,"voice, guitar, drum"
21245,LosEnatschos-10wuensche,189,LosEnatschos,wir tun cool rappen,https://mp3d.jamendo.com/download/track/21245/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
38763,Cypress' shadows,172,Lupus,Hurlement primaire,https://mp3d.jamendo.com/download/track/38763/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"hiphop, rap, electronic",NULL
5866,Tertio,98,bon's,Electroval,https://mp3d.jamendo.com/download/track/5866/mp32/,instrumental,NULL,NULL,NULL,veryhigh,ambient,NULL
38847,Bien rangé,220,CELIBATFIGHTERS,Remise en ordre,https://mp3d.jamendo.com/download/track/38847/mp32/,vocal,NULL,male,electric,medium,"world, popfolk","voice, guitar"
32004,Ave your heads feat. M.I. & Man-U,184,Eine Cliq,AndOne Mixtape Volume 1,https://mp3d.jamendo.com/download/track/32004/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice
